"EVTYPE";"BGN_DATE";"STATE";"nobs";"qFA";"qIN";"qPR";"qCR"
"7673";"mixevents";2004;"OH";4;0;0;0;0
"7674";"mixevents";2004;"OK";7;0;0;0;0
"7675";"mixevents";2004;"OR";17;1;0;50000;0
"7676";"mixevents";2004;"PA";44;11;12;1615000;0
"7677";"mixevents";2004;"PR";61;7;1;68073000;101500000
"7678";"mixevents";2004;"SC";28;4;3;49670000;0
"7679";"mixevents";2004;"SD";5;0;0;3500;0
"7680";"mixevents";2004;"SL";1;0;0;0;0
"7681";"mixevents";2004;"TN";24;1;0;305000;0
"7682";"mixevents";2004;"TX";17;4;0;0;0
"7683";"mixevents";2004;"UT";49;4;0;40000;0
"7684";"mixevents";2004;"VA";21;4;1;0;0
"7685";"mixevents";2004;"VI";3;0;0;6200000;0
"7686";"mixevents";2004;"VT";14;1;0;449000;0
"7687";"mixevents";2004;"WA";13;0;2;0;0
"7688";"mixevents";2004;"WI";28;0;2;200;0
"7689";"mixevents";2004;"WV";20;0;0;75000;0
"7690";"mixevents";2004;"WY";5;0;0;275000;0
"7691";"mixevents";2005;"AK";38;0;5;3145300;10000
"7692";"mixevents";2005;"AL";70;5;11;1164120000;1e+05
"7693";"mixevents";2005;"AM";2;0;0;0;0
"7694";"mixevents";2005;"AN";2;0;0;0;0
"7695";"mixevents";2005;"AR";10;0;0;760000;7700000
"7696";"mixevents";2005;"AS";14;0;2;10060000;102000
"7697";"mixevents";2005;"AZ";13;51;0;20000;0
"7698";"mixevents";2005;"CA";78;14;8;93814000;0
"7699";"mixevents";2005;"CO";146;7;12;609000;25000
"7700";"mixevents";2005;"CT";6;0;0;0;0
"7701";"mixevents";2005;"DC";3;0;0;0;0
"7702";"mixevents";2005;"DE";30;1;0;0;0
"7703";"mixevents";2005;"FL";92;26;11;12053717000;489800000
"7704";"mixevents";2005;"GA";27;1;4;8992500;0
"7705";"mixevents";2005;"GM";2;0;0;0;0
"7706";"mixevents";2005;"GU";8;4;1;2010000;7e+05
"7707";"mixevents";2005;"HI";38;0;4;0;0
"7708";"mixevents";2005;"IA";27;0;0;6e+05;207530000
"7709";"mixevents";2005;"ID";3;0;0;0;0
"7710";"mixevents";2005;"IL";43;14;62;80000;254930000
"7711";"mixevents";2005;"IN";14;3;10;770000;0
"7712";"mixevents";2005;"KS";33;2;8;348000;0
"7713";"mixevents";2005;"KY";18;0;69;0;0
"7714";"mixevents";2005;"LA";17;3;0;52766580000;54800000
"7715";"mixevents";2005;"LC";2;0;0;0;0
"7716";"mixevents";2005;"LH";17;0;0;0;0
"7717";"mixevents";2005;"LM";12;0;0;0;0
"7718";"mixevents";2005;"LS";4;0;0;0;0
"7719";"mixevents";2005;"MA";6;0;5;1050000;0
"7720";"mixevents";2005;"MD";35;0;0;8000;0
"7721";"mixevents";2005;"ME";19;0;0;1365000;0
"7722";"mixevents";2005;"MI";21;2;0;250000;25000
"7723";"mixevents";2005;"MN";20;3;0;40000;0
"7724";"mixevents";2005;"MO";35;8;158;20000;22820000
"7725";"mixevents";2005;"MS";22;17;104;24754145000;1514480000
"7726";"mixevents";2005;"MT";13;1;0;150000;0
"7727";"mixevents";2005;"NC";65;7;8;51865000;11500000
"7728";"mixevents";2005;"ND";13;0;0;2200000;0
"7729";"mixevents";2005;"NE";18;0;0;14230000;0
"7730";"mixevents";2005;"NH";5;0;0;150000;0
"7731";"mixevents";2005;"NJ";58;8;1;0;0
"7732";"mixevents";2005;"NM";3;0;0;0;0
"7733";"mixevents";2005;"NV";4;1;30;0;0
"7734";"mixevents";2005;"NY";92;6;0;882000;0
"7735";"mixevents";2005;"OH";8;0;0;125080000;0
"7736";"mixevents";2005;"OK";10;1;0;10054000;3.5e+07
"7737";"mixevents";2005;"OR";19;2;4;1035000;0
"7738";"mixevents";2005;"PA";46;29;1;494000;0
"7739";"mixevents";2005;"PK";5;0;0;21000;0
"7740";"mixevents";2005;"PR";30;0;0;5e+06;0
"7741";"mixevents";2005;"SC";19;4;5;1550000;0
"7742";"mixevents";2005;"SD";12;1;0;16920000;0
"7743";"mixevents";2005;"TN";9;1;0;245000;0
"7744";"mixevents";2005;"TX";32;59;18;2300149000;8.3e+08
"7745";"mixevents";2005;"UT";63;3;19;57500;0
"7746";"mixevents";2005;"VA";32;2;1;113000;0
"7747";"mixevents";2005;"VI";1;0;0;0;0
"7748";"mixevents";2005;"VT";39;0;0;1282000;0
"7749";"mixevents";2005;"WA";25;2;2;12251000;1e+08
"7750";"mixevents";2005;"WI";22;0;0;0;0
"7751";"mixevents";2005;"WV";19;1;0;9000;0
"7752";"mixevents";2005;"WY";1;1;0;0;0
"7753";"mixevents";2006;"AK";78;1;1;1730000;0
"7754";"mixevents";2006;"AL";10;0;0;40000;0
"7755";"mixevents";2006;"AN";11;2;0;75000;0
"7756";"mixevents";2006;"AR";13;1;0;0;1e+06
"7757";"mixevents";2006;"AS";4;0;0;60000;0
"7758";"mixevents";2006;"AZ";35;7;22;50000;0
"7759";"mixevents";2006;"CA";79;72;59;66743000;524340000
"7760";"mixevents";2006;"CO";95;5;1;197500;0
"7761";"mixevents";2006;"CT";2;0;0;0;0
"7762";"mixevents";2006;"DC";9;2;0;0;0
"7763";"mixevents";2006;"DE";19;2;11;1e+05;0
"7764";"mixevents";2006;"FL";40;16;21;570200;0
"7765";"mixevents";2006;"GA";10;1;0;0;0
"7766";"mixevents";2006;"GM";4;0;0;51000;0
"7767";"mixevents";2006;"GU";9;5;6;105000;5000
"7768";"mixevents";2006;"HI";36;0;0;0;0
"7769";"mixevents";2006;"IA";8;1;0;10000;0
"7770";"mixevents";2006;"ID";7;1;0;30000;0
"7771";"mixevents";2006;"IL";41;50;9;19000;0
"7772";"mixevents";2006;"IN";15;0;0;0;0
"7773";"mixevents";2006;"KS";21;5;3;510000;0
"7774";"mixevents";2006;"KY";16;0;4;0;0
"7775";"mixevents";2006;"LA";10;3;22;350000;3e+05
"7776";"mixevents";2006;"LC";14;0;0;0;0
"7777";"mixevents";2006;"LE";4;0;0;0;0
"7778";"mixevents";2006;"LH";24;0;0;0;0
"7779";"mixevents";2006;"LM";32;0;0;10000;0
"7780";"mixevents";2006;"LS";8;0;0;0;0
"7781";"mixevents";2006;"MA";5;0;0;260000;0
"7782";"mixevents";2006;"MD";31;10;56;185000;0
"7783";"mixevents";2006;"ME";9;0;0;605000;0
"7784";"mixevents";2006;"MI";48;1;319;2030000;0
"7785";"mixevents";2006;"MN";27;0;0;0;0
"7786";"mixevents";2006;"MO";33;16;856;10000;0
"7787";"mixevents";2006;"MS";7;1;0;1350000;376500
"7788";"mixevents";2006;"MT";17;2;3;0;0
"7789";"mixevents";2006;"NC";24;2;1;3275000;43285000
"7790";"mixevents";2006;"ND";11;0;1;650000;0
"7791";"mixevents";2006;"NE";14;0;0;17585000;0
"7792";"mixevents";2006;"NH";2;0;0;55000;0
"7793";"mixevents";2006;"NJ";37;5;41;9e+05;0
"7794";"mixevents";2006;"NM";8;0;0;5000;0
"7795";"mixevents";2006;"NV";9;1;0;5000;0
"7796";"mixevents";2006;"NY";40;42;0;23129000;0
"7797";"mixevents";2006;"OH";6;0;0;190000;0
"7798";"mixevents";2006;"OK";40;24;104;25765000;161500000
"7799";"mixevents";2006;"OR";39;7;0;2e+05;0
"7800";"mixevents";2006;"PA";33;30;40;220000;0
"7801";"mixevents";2006;"PK";2;0;0;10000;0
"7802";"mixevents";2006;"PR";21;1;0;39000;0
"7803";"mixevents";2006;"PZ";2;0;0;6000;0
"7804";"mixevents";2006;"RI";5;0;0;24000;0
"7805";"mixevents";2006;"SC";8;1;0;0;0
"7806";"mixevents";2006;"SD";20;1;0;1e+05;0
"7807";"mixevents";2006;"SL";1;0;0;0;0
"7808";"mixevents";2006;"TN";3;2;0;0;0
"7809";"mixevents";2006;"TX";60;2;2;101423000;2214975000
"7810";"mixevents";2006;"UT";29;1;0;0;0
"7811";"mixevents";2006;"VA";39;0;0;47605000;0
"7812";"mixevents";2006;"VI";1;0;0;0;0
"7813";"mixevents";2006;"VT";19;0;0;453000;0
"7814";"mixevents";2006;"WA";17;2;3;6e+05;0
"7815";"mixevents";2006;"WI";43;3;43;0;0
"7816";"mixevents";2006;"WV";18;0;0;0;0
"7817";"mixevents";2006;"WY";4;3;2;0;0
"7818";"mixevents";2007;"AK";84;0;0;18060;0
"7819";"mixevents";2007;"AL";42;8;17;1e+05;0
"7820";"mixevents";2007;"AN";8;1;15;0;0
"7821";"mixevents";2007;"AR";29;3;0;0;3e+05
"7822";"mixevents";2007;"AS";5;3;0;0;0
"7823";"mixevents";2007;"AZ";27;0;1;330000;0
"7824";"mixevents";2007;"CA";89;16;6;49250000;142030000
"7825";"mixevents";2007;"CO";77;2;2;72000;20000
"7826";"mixevents";2007;"CT";6;0;0;6000;0
"7827";"mixevents";2007;"DC";10;0;0;0;0
"7828";"mixevents";2007;"DE";46;1;1;0;0
"7829";"mixevents";2007;"FL";99;19;19;11190000;5e+07
"7830";"mixevents";2007;"GA";34;1;0;0;504500000
"7831";"mixevents";2007;"GM";3;0;0;1000;0
"7832";"mixevents";2007;"GU";3;1;0;10000;0
"7833";"mixevents";2007;"HI";47;0;0;0;0
"7834";"mixevents";2007;"IA";100;1;0;9839000;0
"7835";"mixevents";2007;"ID";8;1;3;0;0
"7836";"mixevents";2007;"IL";129;21;6;56000;6e+06
"7837";"mixevents";2007;"IN";65;0;0;250000;5620000
"7838";"mixevents";2007;"KS";78;0;0;141950000;4750000
"7839";"mixevents";2007;"KY";39;2;5;0;6465000
"7840";"mixevents";2007;"LA";9;0;0;560000;0
"7841";"mixevents";2007;"LC";8;0;0;0;0
"7842";"mixevents";2007;"LE";1;0;0;0;0
"7843";"mixevents";2007;"LH";8;0;0;0;0
"7844";"mixevents";2007;"LM";22;1;0;2000;0
"7845";"mixevents";2007;"LS";11;0;0;0;0
"7846";"mixevents";2007;"MA";14;1;1;70000;0
"7847";"mixevents";2007;"MD";67;1;0;0;0
"7848";"mixevents";2007;"ME";15;0;0;15885000;0
"7849";"mixevents";2007;"MI";82;1;10;549000;0
"7850";"mixevents";2007;"MN";40;1;0;0;0
"7851";"mixevents";2007;"MO";66;2;526;9657000;3316000
"7852";"mixevents";2007;"MS";18;0;0;50000;8e+05
"7853";"mixevents";2007;"MT";15;0;0;0;0
"7854";"mixevents";2007;"NC";62;8;1;102000;12254000
"7855";"mixevents";2007;"ND";13;0;0;40000;0
"7856";"mixevents";2007;"NE";57;0;0;40000;50000
"7857";"mixevents";2007;"NH";12;0;0;5321000;0
"7858";"mixevents";2007;"NJ";116;2;0;0;0
"7859";"mixevents";2007;"NM";1;0;0;0;0
"7860";"mixevents";2007;"NV";23;13;3;0;0
"7861";"mixevents";2007;"NY";78;4;0;36486000;0
"7862";"mixevents";2007;"OH";46;0;0;1450000;540000
"7863";"mixevents";2007;"OK";26;2;0;310835000;7e+05
"7864";"mixevents";2007;"OR";29;3;2;19900000;0
"7865";"mixevents";2007;"PA";88;1;0;730000;0
"7866";"mixevents";2007;"PR";58;2;3;165500;0
"7867";"mixevents";2007;"PZ";1;1;0;0;0
"7868";"mixevents";2007;"RI";2;0;0;10000;0
"7869";"mixevents";2007;"SC";28;5;0;15000;1e+06
"7870";"mixevents";2007;"SD";29;0;0;0;0
"7871";"mixevents";2007;"TN";39;2;0;0;0
"7872";"mixevents";2007;"TX";74;6;23;38573000;60000
"7873";"mixevents";2007;"UT";30;7;5;1e+05;0
"7874";"mixevents";2007;"VA";95;0;0;109000;14956000
"7875";"mixevents";2007;"VI";1;0;0;30000;5000
"7876";"mixevents";2007;"VT";7;0;0;20000;0
"7877";"mixevents";2007;"WA";9;9;1;6251000;0
"7878";"mixevents";2007;"WI";63;1;0;4000;50000
"7879";"mixevents";2007;"WV";43;0;0;20000;0
"7880";"mixevents";2007;"WY";11;1;3;130000;0
"7881";"mixevents";2008;"AK";113;3;0;7800000;0
"7882";"mixevents";2008;"AL";62;5;10;4460000;0
"7883";"mixevents";2008;"AM";2;0;0;0;0
"7884";"mixevents";2008;"AN";18;2;1;14000;0
"7885";"mixevents";2008;"AR";23;2;5;3798000;2e+05
"7886";"mixevents";2008;"AS";5;0;0;0;0
"7887";"mixevents";2008;"AZ";15;2;0;5000;0
"7888";"mixevents";2008;"CA";112;7;20;202500;22000
"7889";"mixevents";2008;"CO";54;6;2;212000;0
"7890";"mixevents";2008;"CT";5;0;0;4000;0
"7891";"mixevents";2008;"DC";2;0;0;0;0
"7892";"mixevents";2008;"DE";27;0;55;0;0
"7893";"mixevents";2008;"FL";113;22;7;18515000;15305000
"7894";"mixevents";2008;"GA";31;0;0;1971000;0
"7895";"mixevents";2008;"GM";6;0;0;1100;0
"7896";"mixevents";2008;"GU";9;2;1;1150000;850000
"7897";"mixevents";2008;"HI";41;0;0;0;0
"7898";"mixevents";2008;"IA";114;0;0;30000;0
"7899";"mixevents";2008;"ID";13;1;0;10000;0
"7900";"mixevents";2008;"IL";93;26;0;250000;20000
"7901";"mixevents";2008;"IN";35;6;0;50000;10000
"7902";"mixevents";2008;"KS";15;0;0;0;0
"7903";"mixevents";2008;"KY";41;0;0;25000;20000
"7904";"mixevents";2008;"LA";56;6;9;711784000;320900000
"7905";"mixevents";2008;"LC";6;0;0;0;0
"7906";"mixevents";2008;"LE";1;0;0;0;0
"7907";"mixevents";2008;"LH";10;0;0;0;0
"7908";"mixevents";2008;"LM";16;0;0;1e+05;0
"7909";"mixevents";2008;"LO";1;0;0;0;0
"7910";"mixevents";2008;"LS";3;1;0;0;0
"7911";"mixevents";2008;"MA";18;0;0;44045000;0
"7912";"mixevents";2008;"MD";47;1;0;135000;0
"7913";"mixevents";2008;"ME";19;0;0;5199000;0
"7914";"mixevents";2008;"MI";132;2;0;250030;0
"7915";"mixevents";2008;"MN";76;0;0;5000;0
"7916";"mixevents";2008;"MO";40;0;62;150000;20000
"7917";"mixevents";2008;"MS";10;0;0;12740000;0
"7918";"mixevents";2008;"MT";119;3;1;201000;0
"7919";"mixevents";2008;"NC";57;6;4;516000;0
"7920";"mixevents";2008;"ND";63;1;0;40000;0
"7921";"mixevents";2008;"NE";38;0;0;0;0
"7922";"mixevents";2008;"NH";5;0;0;36379000;0
"7923";"mixevents";2008;"NJ";61;4;21;1e+06;0
"7924";"mixevents";2008;"NV";19;20;0;0;0
"7925";"mixevents";2008;"NY";72;0;0;420000;0
"7926";"mixevents";2008;"OH";14;1;0;1020000;0
"7927";"mixevents";2008;"OK";7;3;47;125000;0
"7928";"mixevents";2008;"OR";49;3;0;30000;0
"7929";"mixevents";2008;"PA";56;1;6;1665000;0
"7930";"mixevents";2008;"PR";21;0;0;2520000;0
"7931";"mixevents";2008;"PZ";1;2;0;25000;0
"7932";"mixevents";2008;"RI";6;4;0;13000;0
"7933";"mixevents";2008;"SC";25;0;0;26750;0
"7934";"mixevents";2008;"SD";103;0;0;0;0
"7935";"mixevents";2008;"TN";30;0;0;290000;0
"7936";"mixevents";2008;"TX";103;23;2;6371873000;545000
"7937";"mixevents";2008;"UT";14;4;0;0;0
"7938";"mixevents";2008;"VA";59;1;0;37000;0
"7939";"mixevents";2008;"VI";2;0;0;0;0
"7940";"mixevents";2008;"VT";5;0;0;0;0
"7941";"mixevents";2008;"WA";17;3;0;3456000;1.05e+08
"7942";"mixevents";2008;"WI";60;1;0;20000;0
"7943";"mixevents";2008;"WV";12;0;0;0;0
"7944";"mixevents";2008;"WY";28;6;7;17000;0
"7945";"mixevents";2009;"AK";175;2;0;1211000;0
"7946";"mixevents";2009;"AL";21;0;12;8102000;0
"7947";"mixevents";2009;"AM";3;0;0;0;0
"7948";"mixevents";2009;"AN";18;0;0;0;0
"7949";"mixevents";2009;"AR";15;1;0;142075000;0
"7950";"mixevents";2009;"AS";2;32;129;8.1e+07;20000
"7951";"mixevents";2009;"AZ";33;0;0;350000;0
"7952";"mixevents";2009;"CA";71;15;11;1110000;0
"7953";"mixevents";2009;"CO";64;0;3;201000;0
"7954";"mixevents";2009;"CT";7;1;3;0;0
"7955";"mixevents";2009;"DE";26;0;2;4e+07;0
"7956";"mixevents";2009;"FL";109;24;13;355000;6.2e+07
"7957";"mixevents";2009;"GA";11;0;0;26000;0
"7958";"mixevents";2009;"GM";6;0;0;0;0
"7959";"mixevents";2009;"GU";4;0;1;35000;10000
"7960";"mixevents";2009;"HI";56;0;1;0;0
"7961";"mixevents";2009;"IA";51;1;1;1200000;3e+06
"7962";"mixevents";2009;"ID";5;1;0;0;0
"7963";"mixevents";2009;"IL";64;19;0;0;0
"7964";"mixevents";2009;"IN";24;0;0;0;0
"7965";"mixevents";2009;"KS";22;0;0;590000;0
"7966";"mixevents";2009;"KY";32;0;0;35600000;0
"7967";"mixevents";2009;"LA";6;1;0;2000;0
"7968";"mixevents";2009;"LC";3;0;0;0;0
"7969";"mixevents";2009;"LH";5;0;0;0;0
"7970";"mixevents";2009;"LM";10;0;0;0;0
"7971";"mixevents";2009;"LO";1;0;0;0;0
"7972";"mixevents";2009;"LS";2;0;0;0;0
"7973";"mixevents";2009;"MA";14;0;0;113000;0
"7974";"mixevents";2009;"MD";13;0;1;101000;0
"7975";"mixevents";2009;"ME";9;1;13;34500;0
"7976";"mixevents";2009;"MI";55;3;0;0;0
"7977";"mixevents";2009;"MN";78;3;0;815000;0
"7978";"mixevents";2009;"MO";30;0;7;25040000;0
"7979";"mixevents";2009;"MS";4;0;0;1000;0
"7980";"mixevents";2009;"MT";51;1;0;1500000;0
"7981";"mixevents";2009;"NC";28;6;7;11012000;0
"7982";"mixevents";2009;"ND";58;0;0;0;0
"7983";"mixevents";2009;"NE";62;0;0;1575000;0
"7984";"mixevents";2009;"NH";3;0;0;31000;0
"7985";"mixevents";2009;"NJ";52;1;3;0;0
"7986";"mixevents";2009;"NM";6;1;0;5000;0
"7987";"mixevents";2009;"NV";15;6;0;275500;0
"7988";"mixevents";2009;"NY";96;7;2;8464000;0
"7989";"mixevents";2009;"OH";11;2;0;625000;0
"7990";"mixevents";2009;"OK";33;0;0;4080000;0
"7991";"mixevents";2009;"OR";29;3;7;470000;0
"7992";"mixevents";2009;"PA";40;1;0;802000;0
"7993";"mixevents";2009;"PH";1;0;0;0;0
"7994";"mixevents";2009;"PR";25;2;6;4965000;0
"7995";"mixevents";2009;"PZ";1;1;2;20000;0
"7996";"mixevents";2009;"RI";3;0;0;0;0
"7997";"mixevents";2009;"SC";30;4;2;75000;0
"7998";"mixevents";2009;"SD";89;0;0;16155000;0
"7999";"mixevents";2009;"TN";16;8;0;76000;0
"8000";"mixevents";2009;"TX";114;8;0;1130000;14642000
"8001";"mixevents";2009;"UT";24;0;0;0;0
"8002";"mixevents";2009;"VA";7;1;0;1024000;0
"8003";"mixevents";2009;"VI";5;0;0;0;0
"8004";"mixevents";2009;"VT";10;0;0;0;0
"8005";"mixevents";2009;"WA";19;1;0;41040000;0
"8006";"mixevents";2009;"WI";85;4;0;0;46000
"8007";"mixevents";2009;"WV";9;0;0;1e+05;0
"8008";"mixevents";2009;"WY";26;4;0;680000;0
"8009";"mixevents";2010;"AK";112;0;0;5000;0
"8010";"mixevents";2010;"AL";38;3;9;0;1e+05
"8011";"mixevents";2010;"AM";5;1;0;0;0
"8012";"mixevents";2010;"AN";11;0;0;0;0
"8013";"mixevents";2010;"AR";74;3;2;725000;1650000
"8014";"mixevents";2010;"AS";3;0;0;0;0
"8015";"mixevents";2010;"AZ";39;2;0;190000;0
"8016";"mixevents";2010;"CA";50;10;19;33479000;0
"8017";"mixevents";2010;"CO";90;8;11;1241800;0
"8018";"mixevents";2010;"CT";18;0;0;0;0
"8019";"mixevents";2010;"DC";3;0;0;0;0
"8020";"mixevents";2010;"DE";15;0;0;0;0
"8021";"mixevents";2010;"FL";127;19;31;3027000;354050000
"8022";"mixevents";2010;"GA";21;3;2;24500;0
"8023";"mixevents";2010;"GM";18;0;0;21640;0
"8024";"mixevents";2010;"GU";3;2;0;0;10000
"8025";"mixevents";2010;"HI";51;0;0;0;0
"8026";"mixevents";2010;"IA";97;0;1;6290000;0
"8027";"mixevents";2010;"ID";20;3;0;25000;0
"8028";"mixevents";2010;"IL";77;21;0;250000;0
"8029";"mixevents";2010;"IN";50;5;4;5000;0
"8030";"mixevents";2010;"KS";26;0;0;64000;0
"8031";"mixevents";2010;"KY";57;1;0;0;0
"8032";"mixevents";2010;"LA";37;5;0;502000;2200000
"8033";"mixevents";2010;"LC";6;0;0;0;0
"8034";"mixevents";2010;"LE";2;0;0;0;0
"8035";"mixevents";2010;"LM";14;0;0;0;0
"8036";"mixevents";2010;"LO";1;0;0;0;0
"8037";"mixevents";2010;"LS";15;0;0;0;0
"8038";"mixevents";2010;"MA";42;0;0;2466000;0
"8039";"mixevents";2010;"MD";33;3;28;10000;0
"8040";"mixevents";2010;"ME";12;0;0;27000;0
"8041";"mixevents";2010;"MI";58;10;5;0;0
"8042";"mixevents";2010;"MN";71;0;0;10000;0
"8043";"mixevents";2010;"MO";52;4;0;0;0
"8044";"mixevents";2010;"MS";41;4;0;5e+05;2e+06
"8045";"mixevents";2010;"MT";46;1;1;142000;0
"8046";"mixevents";2010;"NC";27;2;0;1273200;4e+06
"8047";"mixevents";2010;"ND";20;0;0;23000;0
"8048";"mixevents";2010;"NE";46;0;0;0;0
"8049";"mixevents";2010;"NH";8;0;0;35000;0
"8050";"mixevents";2010;"NJ";55;3;1;3e+06;0
"8051";"mixevents";2010;"NM";6;1;0;0;0
"8052";"mixevents";2010;"NV";21;17;0;81000;0
"8053";"mixevents";2010;"NY";78;13;1;31390000;138000
"8054";"mixevents";2010;"OH";11;0;0;4225000;0
"8055";"mixevents";2010;"OK";17;0;62;1e+05;0
"8056";"mixevents";2010;"OR";40;1;0;0;0
"8057";"mixevents";2010;"PA";33;4;0;1900000;0
"8058";"mixevents";2010;"PH";1;1;0;0;0
"8059";"mixevents";2010;"PK";1;0;0;0;0
"8060";"mixevents";2010;"PR";30;2;1;9000;0
"8061";"mixevents";2010;"RI";10;0;1;0;0
"8062";"mixevents";2010;"SC";18;2;1;59000;0
"8063";"mixevents";2010;"SD";62;0;0;0;0
"8064";"mixevents";2010;"TN";51;22;1;170000;0
"8065";"mixevents";2010;"TX";93;10;0;12600000;1057000
"8066";"mixevents";2010;"UT";49;5;0;0;0
"8067";"mixevents";2010;"VA";16;0;0;520000;0
"8068";"mixevents";2010;"VI";8;3;0;0;0
"8069";"mixevents";2010;"VT";6;0;0;0;50000
"8070";"mixevents";2010;"WA";24;2;3;1150000;0
"8071";"mixevents";2010;"WI";87;1;0;1100;2000
"8072";"mixevents";2010;"WV";8;0;0;0;0
"8073";"mixevents";2010;"WY";15;3;5;0;0
"8074";"mixevents";2011;"AK";137;2;0;24035000;0
"8075";"mixevents";2011;"AL";85;1;24;26000;0
"8076";"mixevents";2011;"AM";14;0;0;0;0
"8077";"mixevents";2011;"AN";29;0;3;0;0
"8078";"mixevents";2011;"AR";65;1;0;1e+05;0
"8079";"mixevents";2011;"AS";4;1;1;0;0
"8080";"mixevents";2011;"AZ";62;5;13;4010500;3e+05
"8081";"mixevents";2011;"CA";63;9;2;38870000;110000
"8082";"mixevents";2011;"CO";34;1;0;0;0
"8083";"mixevents";2011;"CT";21;0;0;6e+07;0
"8084";"mixevents";2011;"DC";16;0;0;2400000;0
"8085";"mixevents";2011;"DE";23;0;2;1e+05;0
"8086";"mixevents";2011;"FL";70;9;33;2000;0
"8087";"mixevents";2011;"GA";33;0;0;56000;0
"8088";"mixevents";2011;"GM";6;0;0;26000;0
"8089";"mixevents";2011;"GU";3;4;1;0;1000
"8090";"mixevents";2011;"HI";50;0;0;14200000;0
"8091";"mixevents";2011;"IA";47;1;0;403700;3e+06
"8092";"mixevents";2011;"ID";16;0;0;580000;0
"8093";"mixevents";2011;"IL";77;32;9;2856000;0
"8094";"mixevents";2011;"IN";34;3;0;1e+05;0
"8095";"mixevents";2011;"KS";53;4;0;595000;14100000
"8096";"mixevents";2011;"KY";26;1;2;0;0
"8097";"mixevents";2011;"LA";40;8;1;1189000;20000
"8098";"mixevents";2011;"LC";3;0;0;0;0
"8099";"mixevents";2011;"LE";4;0;0;0;0
"8100";"mixevents";2011;"LH";10;0;0;0;0
"8101";"mixevents";2011;"LM";21;1;1;1310600;0
"8102";"mixevents";2011;"LS";25;0;0;0;0
"8103";"mixevents";2011;"MA";40;1;0;34792000;0
"8104";"mixevents";2011;"MD";83;1;1;4570000;5e+05
"8105";"mixevents";2011;"ME";7;0;0;12500;0
"8106";"mixevents";2011;"MI";48;4;0;1500000;0
"8107";"mixevents";2011;"MN";50;1;2;137500;0
"8108";"mixevents";2011;"MO";66;1;113;479000;10005000
"8109";"mixevents";2011;"MS";26;1;0;1810000;60000
"8110";"mixevents";2011;"MT";57;0;0;0;0
"8111";"mixevents";2011;"NC";18;0;0;63945700;25500000
"8112";"mixevents";2011;"ND";44;0;0;5e+05;0
"8113";"mixevents";2011;"NE";63;0;0;2e+05;0
"8114";"mixevents";2011;"NH";9;1;1;437500;0
"8115";"mixevents";2011;"NJ";68;3;12;17800000;0
"8116";"mixevents";2011;"NM";48;3;0;925000;0
"8117";"mixevents";2011;"NV";7;6;0;3500000;0
"8118";"mixevents";2011;"NY";80;8;0;4703000;0
"8119";"mixevents";2011;"OH";12;0;0;352000;0
"8120";"mixevents";2011;"OK";45;2;0;0;0
"8121";"mixevents";2011;"OR";32;0;0;7500000;0
"8122";"mixevents";2011;"PA";45;13;3;3365000;0
"8123";"mixevents";2011;"PR";48;0;0;4000;0
"8124";"mixevents";2011;"PZ";5;1;1;25000;0
"8125";"mixevents";2011;"RI";11;0;0;190000;0
"8126";"mixevents";2011;"SC";34;4;2;188500;0
"8127";"mixevents";2011;"SD";40;1;0;0;0
"8128";"mixevents";2011;"TN";12;8;0;0;0
"8129";"mixevents";2011;"TX";231;30;579;7289000;17169000
"8130";"mixevents";2011;"UT";13;2;2;1.2e+07;0
"8131";"mixevents";2011;"VA";102;2;0;5638500;9e+06
"8132";"mixevents";2011;"VI";8;0;0;0;0
"8133";"mixevents";2011;"VT";7;0;0;3e+06;0
"8134";"mixevents";2011;"WA";27;3;2;684000;17000
"8135";"mixevents";2011;"WI";34;1;2;57500;0
"8136";"mixevents";2011;"WV";53;0;0;0;0
"8137";"mixevents";2011;"WY";10;2;4;952000;0
"8138";"TORNADO";1950;"AL";2;0;15;27500;0
"8139";"TORNADO";1950;"AR";13;2;49;860030;0
"8140";"TORNADO";1950;"CO";3;0;1;50000;0
"8141";"TORNADO";1950;"CT";2;0;3;252500;0
"8142";"TORNADO";1950;"FL";6;0;0;82500;0
"8143";"TORNADO";1950;"GA";4;0;1;32500;0
"8144";"TORNADO";1950;"IA";4;0;5;30;0
"8145";"TORNADO";1950;"IL";11;3;31;5877500;0
"8146";"TORNADO";1950;"IN";3;0;0;25000;0
"8147";"TORNADO";1950;"KS";33;1;26;5092500;0
"8148";"TORNADO";1950;"KY";2;0;0;5e+05;0
"8149";"TORNADO";1950;"LA";28;29;144;4300000;0
"8150";"TORNADO";1950;"MD";1;0;0;2500;0
"8151";"TORNADO";1950;"MN";1;0;4;2500;0
"8152";"TORNADO";1950;"MO";6;0;8;2755500;0
"8153";"TORNADO";1950;"MS";16;6;23;1375000;0
"8154";"TORNADO";1950;"NC";9;0;8;282500;0
"8155";"TORNADO";1950;"ND";2;0;0;275000;0
"8156";"TORNADO";1950;"NE";6;0;135;2577500;0
"8157";"TORNADO";1950;"NM";2;0;0;25250;0
"8158";"TORNADO";1950;"OH";3;0;31;2525000;0
"8159";"TORNADO";1950;"OK";25;6;45;1715750;0
"8160";"TORNADO";1950;"PA";6;0;3;532500;0
"8161";"TORNADO";1950;"SC";1;0;0;25000;0
