"EVTYPE";"BGN_DATE";"STATE";"nobs";"qFA";"qIN";"qPR";"qCR"
"2733";"HAIL";1975;"NM";8;0;0;0;0
"2734";"HAIL";1975;"NY";15;0;0;0;0
"2735";"HAIL";1975;"OH";19;0;0;0;0
"2736";"HAIL";1975;"OK";98;0;0;0;0
"2737";"HAIL";1975;"PA";16;0;0;0;0
"2738";"HAIL";1975;"SC";20;0;0;0;0
"2739";"HAIL";1975;"SD";32;0;0;0;0
"2740";"HAIL";1975;"TN";5;0;0;0;0
"2741";"HAIL";1975;"TX";215;0;0;0;0
"2742";"HAIL";1975;"UT";1;0;0;0;0
"2743";"HAIL";1975;"VA";12;0;0;0;0
"2744";"HAIL";1975;"VT";3;0;0;0;0
"2745";"HAIL";1975;"WA";5;0;0;0;0
"2746";"HAIL";1975;"WI";25;0;0;0;0
"2747";"HAIL";1975;"WV";11;0;0;0;0
"2748";"HAIL";1975;"WY";9;0;0;0;0
"2749";"HAIL";1976;"AL";20;0;0;0;0
"2750";"HAIL";1976;"AR";39;0;0;0;0
"2751";"HAIL";1976;"AZ";2;0;0;0;0
"2752";"HAIL";1976;"CO";18;0;0;0;0
"2753";"HAIL";1976;"CT";1;0;0;0;0
"2754";"HAIL";1976;"DE";2;0;0;0;0
"2755";"HAIL";1976;"FL";16;0;0;0;0
"2756";"HAIL";1976;"GA";2;0;0;0;0
"2757";"HAIL";1976;"IA";45;0;0;0;0
"2758";"HAIL";1976;"ID";8;0;0;0;0
"2759";"HAIL";1976;"IL";33;0;0;0;0
"2760";"HAIL";1976;"IN";27;0;0;0;0
"2761";"HAIL";1976;"KS";67;0;0;0;0
"2762";"HAIL";1976;"KY";17;0;0;0;0
"2763";"HAIL";1976;"LA";53;0;0;0;0
"2764";"HAIL";1976;"MD";1;0;0;0;0
"2765";"HAIL";1976;"ME";2;0;0;0;0
"2766";"HAIL";1976;"MI";21;0;0;0;0
"2767";"HAIL";1976;"MN";34;0;0;0;0
"2768";"HAIL";1976;"MO";48;0;0;0;0
"2769";"HAIL";1976;"MS";42;0;0;0;0
"2770";"HAIL";1976;"MT";25;0;0;0;0
"2771";"HAIL";1976;"NC";10;0;0;0;0
"2772";"HAIL";1976;"ND";21;0;0;0;0
"2773";"HAIL";1976;"NE";66;0;0;0;0
"2774";"HAIL";1976;"NH";3;0;0;0;0
"2775";"HAIL";1976;"NJ";1;0;0;0;0
"2776";"HAIL";1976;"NM";7;0;0;0;0
"2777";"HAIL";1976;"NV";2;0;0;0;0
"2778";"HAIL";1976;"NY";6;0;0;0;0
"2779";"HAIL";1976;"OH";14;0;0;0;0
"2780";"HAIL";1976;"OK";86;0;0;0;0
"2781";"HAIL";1976;"PA";20;0;0;0;0
"2782";"HAIL";1976;"SC";13;0;0;0;0
"2783";"HAIL";1976;"SD";22;0;0;0;0
"2784";"HAIL";1976;"TN";13;0;0;0;0
"2785";"HAIL";1976;"TX";254;0;0;0;0
"2786";"HAIL";1976;"UT";2;0;0;0;0
"2787";"HAIL";1976;"VA";3;0;0;0;0
"2788";"HAIL";1976;"VT";2;0;0;0;0
"2789";"HAIL";1976;"WA";2;0;0;0;0
"2790";"HAIL";1976;"WI";11;0;0;0;0
"2791";"HAIL";1976;"WV";3;0;0;0;0
"2792";"HAIL";1976;"WY";7;0;0;0;0
"2793";"HAIL";1977;"AL";32;0;0;0;0
"2794";"HAIL";1977;"AR";28;0;0;0;0
"2795";"HAIL";1977;"CO";40;0;0;0;0
"2796";"HAIL";1977;"DE";2;0;0;0;0
"2797";"HAIL";1977;"FL";17;0;0;0;0
"2798";"HAIL";1977;"GA";15;0;0;0;0
"2799";"HAIL";1977;"IA";23;0;0;0;0
"2800";"HAIL";1977;"ID";1;0;0;0;0
"2801";"HAIL";1977;"IL";39;0;0;0;0
"2802";"HAIL";1977;"IN";26;0;0;0;0
"2803";"HAIL";1977;"KS";114;0;0;0;0
"2804";"HAIL";1977;"KY";13;0;0;0;0
"2805";"HAIL";1977;"LA";5;0;0;0;0
"2806";"HAIL";1977;"MD";1;0;0;0;0
"2807";"HAIL";1977;"ME";3;0;0;0;0
"2808";"HAIL";1977;"MI";13;0;0;0;0
"2809";"HAIL";1977;"MN";59;0;0;0;0
"2810";"HAIL";1977;"MO";55;0;0;0;0
"2811";"HAIL";1977;"MS";15;0;0;0;0
"2812";"HAIL";1977;"MT";3;0;0;0;0
"2813";"HAIL";1977;"NC";13;0;0;0;0
"2814";"HAIL";1977;"ND";49;0;0;0;0
"2815";"HAIL";1977;"NE";96;0;0;0;0
"2816";"HAIL";1977;"NH";1;0;0;0;0
"2817";"HAIL";1977;"NJ";4;0;0;0;0
"2818";"HAIL";1977;"NM";10;0;0;0;0
"2819";"HAIL";1977;"NV";1;0;0;0;0
"2820";"HAIL";1977;"NY";2;0;0;0;0
"2821";"HAIL";1977;"OH";16;0;0;0;0
"2822";"HAIL";1977;"OK";71;0;0;0;0
"2823";"HAIL";1977;"OR";1;0;0;0;0
"2824";"HAIL";1977;"PA";22;0;0;0;0
"2825";"HAIL";1977;"SC";8;0;0;0;0
"2826";"HAIL";1977;"SD";37;0;0;0;0
"2827";"HAIL";1977;"TN";18;0;0;0;0
"2828";"HAIL";1977;"TX";159;0;0;0;0
"2829";"HAIL";1977;"UT";2;0;0;0;0
"2830";"HAIL";1977;"VA";13;0;0;0;0
"2831";"HAIL";1977;"VT";1;0;0;0;0
"2832";"HAIL";1977;"WI";28;0;0;0;0
"2833";"HAIL";1977;"WV";4;0;0;0;0
"2834";"HAIL";1977;"WY";23;0;0;0;0
"2835";"HAIL";1978;"AL";23;0;0;0;0
"2836";"HAIL";1978;"AR";45;0;0;0;0
"2837";"HAIL";1978;"AZ";4;0;0;0;0
"2838";"HAIL";1978;"CO";21;0;0;0;0
"2839";"HAIL";1978;"DC";1;0;0;0;0
"2840";"HAIL";1978;"FL";9;0;0;0;0
"2841";"HAIL";1978;"GA";10;0;0;0;0
"2842";"HAIL";1978;"IA";41;0;0;0;0
"2843";"HAIL";1978;"ID";3;0;0;0;0
"2844";"HAIL";1978;"IL";31;0;0;0;0
"2845";"HAIL";1978;"IN";18;0;0;0;0
"2846";"HAIL";1978;"KS";69;0;0;0;0
"2847";"HAIL";1978;"KY";5;0;0;0;0
"2848";"HAIL";1978;"LA";21;0;0;0;0
"2849";"HAIL";1978;"MA";1;0;0;0;0
"2850";"HAIL";1978;"MD";1;0;0;0;0
"2851";"HAIL";1978;"ME";2;0;0;0;0
"2852";"HAIL";1978;"MI";21;0;0;0;0
"2853";"HAIL";1978;"MN";50;0;0;0;0
"2854";"HAIL";1978;"MO";47;0;0;0;0
"2855";"HAIL";1978;"MS";17;0;0;0;0
"2856";"HAIL";1978;"MT";15;0;0;0;0
"2857";"HAIL";1978;"NC";25;0;0;0;0
"2858";"HAIL";1978;"ND";46;0;0;0;0
"2859";"HAIL";1978;"NE";102;0;0;0;0
"2860";"HAIL";1978;"NH";1;0;0;0;0
"2861";"HAIL";1978;"NJ";2;0;0;0;0
"2862";"HAIL";1978;"NM";13;0;0;0;0
"2863";"HAIL";1978;"NY";8;0;0;0;0
"2864";"HAIL";1978;"OH";9;0;0;0;0
"2865";"HAIL";1978;"OK";63;0;0;0;0
"2866";"HAIL";1978;"PA";10;0;0;0;0
"2867";"HAIL";1978;"SC";4;0;0;0;0
"2868";"HAIL";1978;"SD";29;0;0;0;0
"2869";"HAIL";1978;"TN";12;0;0;0;0
"2870";"HAIL";1978;"TX";195;0;0;0;0
"2871";"HAIL";1978;"UT";1;0;0;0;0
"2872";"HAIL";1978;"VA";9;0;0;0;0
"2873";"HAIL";1978;"WI";19;0;0;0;0
"2874";"HAIL";1978;"WV";2;0;0;0;0
"2875";"HAIL";1978;"WY";19;0;0;0;0
"2876";"HAIL";1979;"AL";14;0;0;0;0
"2877";"HAIL";1979;"AR";25;0;0;0;0
"2878";"HAIL";1979;"AZ";8;0;0;0;0
"2879";"HAIL";1979;"CA";5;0;0;0;0
"2880";"HAIL";1979;"CO";53;0;0;0;0
"2881";"HAIL";1979;"CT";2;0;0;0;0
"2882";"HAIL";1979;"DC";1;0;0;0;0
"2883";"HAIL";1979;"FL";17;0;0;0;0
"2884";"HAIL";1979;"GA";21;0;0;0;0
"2885";"HAIL";1979;"IA";45;0;0;0;0
"2886";"HAIL";1979;"ID";8;0;0;0;0
"2887";"HAIL";1979;"IL";22;0;0;0;0
"2888";"HAIL";1979;"IN";49;0;0;0;0
"2889";"HAIL";1979;"KS";95;0;0;0;0
"2890";"HAIL";1979;"KY";16;0;0;0;0
"2891";"HAIL";1979;"LA";12;0;0;0;0
"2892";"HAIL";1979;"MA";2;0;0;0;0
"2893";"HAIL";1979;"MD";3;0;0;0;0
"2894";"HAIL";1979;"MI";17;0;0;0;0
"2895";"HAIL";1979;"MN";58;0;0;0;0
"2896";"HAIL";1979;"MO";31;0;0;0;0
"2897";"HAIL";1979;"MS";13;0;0;0;0
"2898";"HAIL";1979;"MT";7;0;0;0;0
"2899";"HAIL";1979;"NC";18;0;0;0;0
"2900";"HAIL";1979;"ND";48;0;0;0;0
"2901";"HAIL";1979;"NE";167;0;0;0;0
"2902";"HAIL";1979;"NH";1;0;0;0;0
"2903";"HAIL";1979;"NJ";1;0;0;0;0
"2904";"HAIL";1979;"NM";17;0;0;0;0
"2905";"HAIL";1979;"NV";3;0;0;0;0
"2906";"HAIL";1979;"NY";9;0;0;0;0
"2907";"HAIL";1979;"OH";10;0;0;0;0
"2908";"HAIL";1979;"OK";95;0;0;0;0
"2909";"HAIL";1979;"PA";15;0;0;0;0
"2910";"HAIL";1979;"RI";1;0;0;0;0
"2911";"HAIL";1979;"SC";6;0;0;0;0
"2912";"HAIL";1979;"SD";44;0;0;0;0
"2913";"HAIL";1979;"TN";4;0;0;0;0
"2914";"HAIL";1979;"TX";303;0;0;0;0
"2915";"HAIL";1979;"UT";1;0;0;0;0
"2916";"HAIL";1979;"VA";2;0;0;0;0
"2917";"HAIL";1979;"VT";2;0;0;0;0
"2918";"HAIL";1979;"WI";16;0;0;0;0
"2919";"HAIL";1979;"WV";6;0;0;0;0
"2920";"HAIL";1979;"WY";22;0;0;0;0
"2921";"HAIL";1980;"AL";29;0;0;0;0
"2922";"HAIL";1980;"AR";56;0;0;0;0
"2923";"HAIL";1980;"AZ";1;0;0;0;0
"2924";"HAIL";1980;"CA";6;0;0;0;0
"2925";"HAIL";1980;"CO";33;0;0;0;0
"2926";"HAIL";1980;"DE";3;0;0;0;0
"2927";"HAIL";1980;"FL";25;0;0;0;0
"2928";"HAIL";1980;"GA";30;0;0;0;0
"2929";"HAIL";1980;"IA";95;0;0;0;0
"2930";"HAIL";1980;"ID";3;0;0;0;0
"2931";"HAIL";1980;"IL";46;0;0;0;0
"2932";"HAIL";1980;"IN";87;0;0;0;0
"2933";"HAIL";1980;"KS";105;0;0;0;0
"2934";"HAIL";1980;"KY";16;0;0;0;0
"2935";"HAIL";1980;"LA";27;0;0;0;0
"2936";"HAIL";1980;"MD";8;0;0;0;0
"2937";"HAIL";1980;"ME";4;0;0;0;0
"2938";"HAIL";1980;"MI";47;0;0;0;0
"2939";"HAIL";1980;"MN";102;0;0;0;0
"2940";"HAIL";1980;"MO";57;0;0;0;0
"2941";"HAIL";1980;"MS";22;0;0;0;0
"2942";"HAIL";1980;"MT";8;0;0;0;0
"2943";"HAIL";1980;"NC";25;0;0;0;0
"2944";"HAIL";1980;"ND";120;0;0;0;0
"2945";"HAIL";1980;"NE";217;0;0;0;0
"2946";"HAIL";1980;"NH";3;0;0;0;0
"2947";"HAIL";1980;"NJ";8;0;0;0;0
"2948";"HAIL";1980;"NM";2;0;0;0;0
"2949";"HAIL";1980;"NV";2;0;0;0;0
"2950";"HAIL";1980;"NY";17;0;0;0;0
"2951";"HAIL";1980;"OH";106;0;0;0;0
"2952";"HAIL";1980;"OK";103;0;0;0;0
"2953";"HAIL";1980;"PA";29;0;0;0;0
"2954";"HAIL";1980;"SC";1;0;0;0;0
"2955";"HAIL";1980;"SD";101;0;0;0;0
"2956";"HAIL";1980;"TN";7;0;0;0;0
"2957";"HAIL";1980;"TX";323;0;0;0;0
"2958";"HAIL";1980;"UT";1;0;0;0;0
"2959";"HAIL";1980;"VA";18;0;0;0;0
"2960";"HAIL";1980;"VT";6;0;0;0;0
"2961";"HAIL";1980;"WI";63;0;0;0;0
"2962";"HAIL";1980;"WV";22;0;0;0;0
"2963";"HAIL";1980;"WY";9;0;0;0;0
"2964";"HAIL";1981;"AL";20;0;0;0;0
"2965";"HAIL";1981;"AR";50;0;0;0;0
"2966";"HAIL";1981;"AZ";7;0;0;0;0
"2967";"HAIL";1981;"CA";2;0;0;0;0
"2968";"HAIL";1981;"CO";66;0;0;0;0
"2969";"HAIL";1981;"DE";1;0;0;0;0
"2970";"HAIL";1981;"FL";19;0;0;0;0
"2971";"HAIL";1981;"GA";25;0;0;0;0
"2972";"HAIL";1981;"IA";68;0;0;0;0
"2973";"HAIL";1981;"ID";4;0;0;0;0
"2974";"HAIL";1981;"IL";53;0;0;0;0
"2975";"HAIL";1981;"IN";22;0;0;0;0
"2976";"HAIL";1981;"KS";117;0;0;0;0
"2977";"HAIL";1981;"KY";13;0;0;0;0
"2978";"HAIL";1981;"LA";26;0;0;0;0
"2979";"HAIL";1981;"MA";4;0;0;0;0
"2980";"HAIL";1981;"MD";1;0;0;0;0
"2981";"HAIL";1981;"ME";1;0;0;0;0
"2982";"HAIL";1981;"MI";17;0;0;0;0
"2983";"HAIL";1981;"MN";69;0;0;0;0
"2984";"HAIL";1981;"MO";78;0;0;0;0
"2985";"HAIL";1981;"MS";23;0;0;0;0
"2986";"HAIL";1981;"MT";16;0;0;0;0
"2987";"HAIL";1981;"NC";17;0;0;0;0
"2988";"HAIL";1981;"ND";60;0;0;0;0
"2989";"HAIL";1981;"NE";137;0;0;0;0
"2990";"HAIL";1981;"NH";3;0;0;0;0
"2991";"HAIL";1981;"NM";6;0;0;0;0
"2992";"HAIL";1981;"NV";3;0;0;0;0
"2993";"HAIL";1981;"NY";2;0;0;0;0
"2994";"HAIL";1981;"OH";34;0;0;0;0
"2995";"HAIL";1981;"OK";88;0;0;0;0
"2996";"HAIL";1981;"OR";3;0;0;0;0
"2997";"HAIL";1981;"PA";6;0;0;0;0
"2998";"HAIL";1981;"SC";1;0;0;0;0
"2999";"HAIL";1981;"SD";71;0;0;0;0
"3000";"HAIL";1981;"TN";7;0;0;0;0
"3001";"HAIL";1981;"TX";296;0;0;0;0
"3002";"HAIL";1981;"UT";4;0;0;0;0
"3003";"HAIL";1981;"VA";8;0;0;0;0
"3004";"HAIL";1981;"WI";27;0;0;0;0
"3005";"HAIL";1981;"WV";9;0;0;0;0
"3006";"HAIL";1981;"WY";10;0;0;0;0
"3007";"HAIL";1982;"AL";59;0;0;0;0
"3008";"HAIL";1982;"AR";94;0;0;0;0
"3009";"HAIL";1982;"AZ";11;0;0;0;0
"3010";"HAIL";1982;"CA";7;0;0;0;0
"3011";"HAIL";1982;"CO";142;0;0;0;0
"3012";"HAIL";1982;"CT";1;0;0;0;0
"3013";"HAIL";1982;"FL";21;0;0;0;0
"3014";"HAIL";1982;"GA";56;0;0;0;0
"3015";"HAIL";1982;"IA";34;0;0;0;0
"3016";"HAIL";1982;"ID";6;0;0;0;0
"3017";"HAIL";1982;"IL";55;0;0;0;0
"3018";"HAIL";1982;"IN";53;0;0;0;0
"3019";"HAIL";1982;"KS";195;0;0;0;0
"3020";"HAIL";1982;"KY";61;0;0;0;0
"3021";"HAIL";1982;"LA";66;0;0;0;0
"3022";"HAIL";1982;"MA";4;0;0;0;0
"3023";"HAIL";1982;"MD";5;0;0;0;0
"3024";"HAIL";1982;"ME";1;0;0;0;0
"3025";"HAIL";1982;"MI";15;0;0;0;0
"3026";"HAIL";1982;"MN";66;0;0;0;0
"3027";"HAIL";1982;"MO";203;0;0;0;0
"3028";"HAIL";1982;"MS";19;0;0;0;0
"3029";"HAIL";1982;"MT";39;0;0;0;0
"3030";"HAIL";1982;"NC";28;0;0;0;0
"3031";"HAIL";1982;"ND";94;0;0;0;0
"3032";"HAIL";1982;"NE";174;0;0;0;0
"3033";"HAIL";1982;"NJ";3;0;0;0;0
"3034";"HAIL";1982;"NM";19;0;0;0;0
"3035";"HAIL";1982;"NV";3;0;0;0;0
"3036";"HAIL";1982;"NY";7;0;0;0;0
"3037";"HAIL";1982;"OH";97;0;0;0;0
"3038";"HAIL";1982;"OK";139;0;0;0;0
"3039";"HAIL";1982;"OR";4;0;0;0;0
"3040";"HAIL";1982;"PA";1;0;0;0;0
"3041";"HAIL";1982;"SC";25;0;0;0;0
"3042";"HAIL";1982;"SD";90;0;0;0;0
"3043";"HAIL";1982;"TN";26;0;0;0;0
"3044";"HAIL";1982;"TX";401;0;0;0;0
"3045";"HAIL";1982;"UT";1;0;0;0;0
"3046";"HAIL";1982;"VA";9;0;0;0;0
"3047";"HAIL";1982;"WA";3;0;0;0;0
"3048";"HAIL";1982;"WI";18;0;0;0;0
"3049";"HAIL";1982;"WV";7;0;0;0;0
"3050";"HAIL";1982;"WY";19;0;0;0;0
"3051";"HAIL";1983;"AL";27;0;0;0;0
"3052";"HAIL";1983;"AR";66;0;0;0;0
"3053";"HAIL";1983;"AZ";7;0;0;0;0
"3054";"HAIL";1983;"CA";5;0;0;0;0
"3055";"HAIL";1983;"CO";160;0;0;0;0
"3056";"HAIL";1983;"CT";4;0;0;0;0
"3057";"HAIL";1983;"DE";2;0;0;0;0
"3058";"HAIL";1983;"FL";50;0;0;0;0
"3059";"HAIL";1983;"GA";20;0;0;0;0
"3060";"HAIL";1983;"IA";35;0;0;0;0
"3061";"HAIL";1983;"ID";11;0;0;0;0
"3062";"HAIL";1983;"IL";31;0;0;0;0
"3063";"HAIL";1983;"IN";57;0;0;0;0
"3064";"HAIL";1983;"KS";136;0;0;0;0
"3065";"HAIL";1983;"KY";24;0;0;0;0
"3066";"HAIL";1983;"LA";97;0;0;0;0
"3067";"HAIL";1983;"MA";2;0;0;0;0
"3068";"HAIL";1983;"MD";5;0;0;0;0
"3069";"HAIL";1983;"ME";18;0;0;0;0
"3070";"HAIL";1983;"MI";46;0;0;0;0
"3071";"HAIL";1983;"MN";45;0;0;0;0
"3072";"HAIL";1983;"MO";139;0;0;0;0
"3073";"HAIL";1983;"MS";25;0;0;0;0
"3074";"HAIL";1983;"MT";19;0;0;0;0
"3075";"HAIL";1983;"NC";23;0;0;0;0
"3076";"HAIL";1983;"ND";101;0;0;0;0
"3077";"HAIL";1983;"NE";86;0;0;0;0
"3078";"HAIL";1983;"NH";2;0;0;0;0
"3079";"HAIL";1983;"NJ";2;0;0;0;0
"3080";"HAIL";1983;"NM";5;0;0;0;0
"3081";"HAIL";1983;"NV";2;0;0;0;0
"3082";"HAIL";1983;"NY";30;0;0;0;0
"3083";"HAIL";1983;"OH";105;0;0;0;0
"3084";"HAIL";1983;"OK";327;0;0;0;0
"3085";"HAIL";1983;"OR";1;0;0;0;0
"3086";"HAIL";1983;"PA";33;0;0;0;0
"3087";"HAIL";1983;"SC";9;0;0;0;0
"3088";"HAIL";1983;"SD";66;0;0;0;0
"3089";"HAIL";1983;"TN";11;0;0;0;0
"3090";"HAIL";1983;"TX";379;0;0;0;0
"3091";"HAIL";1983;"UT";21;0;0;0;0
"3092";"HAIL";1983;"VA";10;0;0;0;0
"3093";"HAIL";1983;"VT";8;0;0;0;0
"3094";"HAIL";1983;"WA";3;0;0;0;0
"3095";"HAIL";1983;"WI";26;0;0;0;0
"3096";"HAIL";1983;"WV";30;0;0;0;0
"3097";"HAIL";1983;"WY";23;0;0;0;0
"3098";"HAIL";1984;"AL";83;0;0;0;0
"3099";"HAIL";1984;"AR";189;0;37;0;0
"3100";"HAIL";1984;"AZ";7;0;0;0;0
"3101";"HAIL";1984;"CA";1;0;0;0;0
"3102";"HAIL";1984;"CO";69;0;29;0;0
"3103";"HAIL";1984;"DE";2;0;0;0;0
"3104";"HAIL";1984;"FL";18;0;0;0;0
"3105";"HAIL";1984;"GA";78;0;1;0;0
"3106";"HAIL";1984;"IA";56;0;0;0;0
"3107";"HAIL";1984;"ID";16;0;0;0;0
"3108";"HAIL";1984;"IL";71;0;0;0;0
"3109";"HAIL";1984;"IN";19;0;0;0;0
"3110";"HAIL";1984;"KS";158;0;0;0;0
"3111";"HAIL";1984;"KY";26;0;0;0;0
"3112";"HAIL";1984;"LA";186;0;0;0;0
"3113";"HAIL";1984;"MA";2;0;0;0;0
"3114";"HAIL";1984;"MD";4;0;0;0;0
"3115";"HAIL";1984;"ME";4;0;0;0;0
"3116";"HAIL";1984;"MI";27;0;0;0;0
"3117";"HAIL";1984;"MN";77;0;0;0;0
"3118";"HAIL";1984;"MO";184;0;0;0;0
"3119";"HAIL";1984;"MS";49;0;0;0;0
"3120";"HAIL";1984;"MT";15;0;0;0;0
"3121";"HAIL";1984;"NC";84;0;0;0;0
"3122";"HAIL";1984;"ND";43;0;0;0;0
"3123";"HAIL";1984;"NE";130;0;7;0;0
"3124";"HAIL";1984;"NH";1;0;0;0;0
"3125";"HAIL";1984;"NJ";3;0;0;0;0
"3126";"HAIL";1984;"NM";7;0;0;0;0
"3127";"HAIL";1984;"NV";4;0;0;0;0
"3128";"HAIL";1984;"NY";14;0;0;0;0
"3129";"HAIL";1984;"OH";25;0;0;0;0
"3130";"HAIL";1984;"OK";388;0;0;0;0
"3131";"HAIL";1984;"OR";1;0;0;0;0
"3132";"HAIL";1984;"PA";19;0;0;0;0
"3133";"HAIL";1984;"SC";67;0;0;0;0
"3134";"HAIL";1984;"SD";66;0;0;0;0
"3135";"HAIL";1984;"TN";56;0;0;0;0
"3136";"HAIL";1984;"TX";386;0;2;0;0
"3137";"HAIL";1984;"UT";4;0;0;0;0
"3138";"HAIL";1984;"VA";16;0;0;0;0
"3139";"HAIL";1984;"VT";1;0;0;0;0
"3140";"HAIL";1984;"WI";57;0;0;0;0
"3141";"HAIL";1984;"WV";13;0;0;0;0
"3142";"HAIL";1984;"WY";23;0;0;0;0
"3143";"HAIL";1985;"AL";61;0;0;0;0
"3144";"HAIL";1985;"AR";121;0;0;0;0
"3145";"HAIL";1985;"AZ";6;0;0;0;0
"3146";"HAIL";1985;"CA";1;0;0;0;0
"3147";"HAIL";1985;"CO";83;0;0;0;0
"3148";"HAIL";1985;"DC";1;0;0;0;0
"3149";"HAIL";1985;"FL";18;0;0;0;0
"3150";"HAIL";1985;"GA";40;0;0;0;0
"3151";"HAIL";1985;"IA";86;0;0;0;0
"3152";"HAIL";1985;"ID";5;0;0;0;0
"3153";"HAIL";1985;"IL";53;0;14;0;0
"3154";"HAIL";1985;"IN";58;0;0;0;0
"3155";"HAIL";1985;"KS";197;0;2;0;0
"3156";"HAIL";1985;"KY";30;0;0;0;0
"3157";"HAIL";1985;"LA";106;0;0;0;0
"3158";"HAIL";1985;"MA";15;0;0;0;0
"3159";"HAIL";1985;"MD";4;0;0;0;0
"3160";"HAIL";1985;"ME";17;0;0;0;0
"3161";"HAIL";1985;"MI";65;0;0;0;0
"3162";"HAIL";1985;"MN";137;0;0;0;0
"3163";"HAIL";1985;"MO";140;0;0;0;0
"3164";"HAIL";1985;"MS";84;0;0;0;0
"3165";"HAIL";1985;"MT";12;0;0;0;0
"3166";"HAIL";1985;"NC";231;0;0;0;0
"3167";"HAIL";1985;"ND";73;0;0;0;0
"3168";"HAIL";1985;"NE";128;0;0;0;0
"3169";"HAIL";1985;"NH";3;0;0;0;0
"3170";"HAIL";1985;"NJ";16;0;0;0;0
"3171";"HAIL";1985;"NM";8;0;0;0;0
"3172";"HAIL";1985;"NV";1;0;0;0;0
"3173";"HAIL";1985;"NY";41;0;0;0;0
"3174";"HAIL";1985;"OH";106;0;0;0;0
"3175";"HAIL";1985;"OK";469;0;0;0;0
"3176";"HAIL";1985;"PA";96;0;1;0;0
"3177";"HAIL";1985;"SC";79;0;0;0;0
"3178";"HAIL";1985;"SD";101;0;0;0;0
"3179";"HAIL";1985;"TN";61;0;0;0;0
"3180";"HAIL";1985;"TX";500;0;1;0;0
"3181";"HAIL";1985;"UT";11;0;0;0;0
"3182";"HAIL";1985;"VA";26;0;0;0;0
"3183";"HAIL";1985;"VT";3;0;0;0;0
"3184";"HAIL";1985;"WA";3;0;0;0;0
"3185";"HAIL";1985;"WI";67;0;0;0;0
"3186";"HAIL";1985;"WV";6;0;0;0;0
"3187";"HAIL";1985;"WY";10;0;0;0;0
"3188";"HAIL";1986;"AL";38;0;0;0;0
"3189";"HAIL";1986;"AR";109;0;0;0;0
"3190";"HAIL";1986;"AZ";10;0;0;0;0
"3191";"HAIL";1986;"CA";9;0;0;0;0
"3192";"HAIL";1986;"CO";84;0;7;0;0
"3193";"HAIL";1986;"DE";1;0;0;0;0
"3194";"HAIL";1986;"FL";37;0;0;0;0
"3195";"HAIL";1986;"GA";33;0;0;0;0
"3196";"HAIL";1986;"IA";100;0;0;0;0
"3197";"HAIL";1986;"ID";4;0;0;0;0
"3198";"HAIL";1986;"IL";69;0;0;0;0
"3199";"HAIL";1986;"IN";52;0;0;0;0
"3200";"HAIL";1986;"KS";400;0;19;0;0
"3201";"HAIL";1986;"KY";42;0;1;0;0
"3202";"HAIL";1986;"LA";49;0;0;0;0
"3203";"HAIL";1986;"MA";5;0;0;0;0
"3204";"HAIL";1986;"MD";2;0;0;0;0
"3205";"HAIL";1986;"ME";27;0;0;0;0
"3206";"HAIL";1986;"MI";57;0;0;0;0
"3207";"HAIL";1986;"MN";82;0;0;0;0
"3208";"HAIL";1986;"MO";79;0;0;0;0
"3209";"HAIL";1986;"MS";94;0;1;0;0
"3210";"HAIL";1986;"MT";10;0;0;0;0
"3211";"HAIL";1986;"NC";99;0;1;0;0
"3212";"HAIL";1986;"ND";99;0;0;0;0
"3213";"HAIL";1986;"NE";196;0;20;0;0
"3214";"HAIL";1986;"NH";7;0;0;0;0
"3215";"HAIL";1986;"NJ";5;0;0;0;0
"3216";"HAIL";1986;"NM";11;0;0;0;0
"3217";"HAIL";1986;"NV";2;0;0;0;0
"3218";"HAIL";1986;"NY";43;0;0;0;0
"3219";"HAIL";1986;"OH";61;0;0;0;0
"3220";"HAIL";1986;"OK";715;0;0;0;0
"3221";"HAIL";1986;"PA";44;0;0;0;0
"3222";"HAIL";1986;"SC";38;0;1;0;0
"3223";"HAIL";1986;"SD";104;0;20;0;0
"3224";"HAIL";1986;"TN";14;0;0;0;0
"3225";"HAIL";1986;"TX";552;0;0;0;0
"3226";"HAIL";1986;"UT";12;0;0;0;0
"3227";"HAIL";1986;"VA";4;0;0;0;0
"3228";"HAIL";1986;"VT";16;0;0;0;0
"3229";"HAIL";1986;"WI";39;0;0;0;0
"3230";"HAIL";1986;"WV";11;0;0;0;0
"3231";"HAIL";1986;"WY";47;0;0;0;0
"3232";"HAIL";1987;"AL";32;0;0;0;0
"3233";"HAIL";1987;"AR";36;0;0;0;0
"3234";"HAIL";1987;"AZ";9;0;0;0;0
"3235";"HAIL";1987;"CA";4;0;0;0;0
"3236";"HAIL";1987;"CO";129;0;1;0;0
"3237";"HAIL";1987;"CT";1;0;0;0;0
"3238";"HAIL";1987;"DC";2;0;0;0;0
"3239";"HAIL";1987;"DE";1;0;0;0;0
"3240";"HAIL";1987;"FL";3;0;0;0;0
"3241";"HAIL";1987;"GA";20;0;0;0;0
"3242";"HAIL";1987;"IA";84;0;0;0;0
"3243";"HAIL";1987;"ID";9;0;5;0;0
"3244";"HAIL";1987;"IL";58;0;0;0;0
"3245";"HAIL";1987;"IN";45;0;0;0;0
"3246";"HAIL";1987;"KS";223;0;0;0;0
"3247";"HAIL";1987;"KY";17;0;0;0;0
